repr,metric,algo,k_target,k_actual,elapsed_s,error,k,pop_min,pop_max,pop_ratio,pop_cv,avg_within_std,avg_dominant_margin,min_dominant_margin,wcss,silhouette,n_disconnected
bloc_shares,jensen_shannon,simulated_annealing,20,20,29.31,,20,4380.8,840166.8,191.78387509130752,0.8884612739249397,2346.694842189531,27.121598388989163,0.20263269060777134,135802366101.5007,-0.6543436941460792,0
bloc_shares,jensen_shannon,agglomerative_average,3,3,0.42,,3,25.6,3923677.200000001,153268.64062500003,1.4139970059051719,1508.1229122205639,6.21781552974181,3.3548387096774164,244788169749.3137,-0.4072899223859048,0
bloc_shares,jensen_shannon,agglomerative_average,5,5,0.42,,5,25.6,3910453.800000001,152752.10156250003,1.9913293989517442,1513.8809410448087,7.082138301979657,2.4047463769622475,244480620271.14435,-0.6638163982367244,0
bloc_shares,jensen_shannon,agglomerative_average,7,7,0.41,,7,25.6,3909802.4000000013,152726.65625000003,2.43910522461411,1514.5944916206636,11.441484274221946,2.4047463769622475,244194249072.63977,-0.6569647443334374,0
bloc_shares,jensen_shannon,agglomerative_average,10,10,0.42,,10,25.6,3907039.200000001,152618.71875000003,2.985540505746217,1522.255455998245,16.88782458955172,2.4047463769622475,243347047710.67346,-0.6559921092675715,0
bloc_shares,jensen_shannon,agglomerative_average,15,15,0.42,,15,25.6,3902418.800000001,152438.23437500003,3.719547572753566,3061.8156316212744,22.305282432428644,2.4047463769622475,242212644932.6652,-0.6539165591061465,0
bloc_shares,jensen_shannon,agglomerative_average,20,20,0.42,,20,25.6,3894224.6000000006,152118.1484375,4.32401250978418,3088.9919971159193,25.089802829807184,2.4047463769622475,240816670793.164,-0.6506042983289392,0
bloc_shares,jensen_shannon,louvain,3,3,0.42,,3,441649.39999999997,2795392.1999999993,6.329437331965128,0.8076958338200608,2093.0923337285335,31.847466166723184,10.679466593897004,222545042655.7295,-0.2021160517152442,0
bloc_shares,jensen_shannon,louvain,5,5,0.47,,5,279715.2,1483746.0,5.304488279507155,0.6808611605043657,2314.74673370252,27.882917127298583,1.880260729315566,223024632229.59497,-0.27251432907888684,0
bloc_shares,jensen_shannon,louvain,7,7,0.46,,7,153881.2,2344028.8000000003,15.232717187024797,1.3052367409101435,1855.6907953336618,25.327971122534418,6.4875439244986595,210744475317.55457,-0.2858219564609079,0
bloc_shares,jensen_shannon,louvain,10,10,0.49,,10,20308.6,1976339.9999999998,97.31542302275882,1.364552943960838,2248.5935541643107,20.78402918628263,1.0094483449603473,204382420026.4977,-0.37364856048579453,0
bloc_shares,jensen_shannon,louvain,15,15,0.54,,15,27889.0,1129739.2000000002,40.50841550432071,1.204312152836218,1531.036123463335,25.45542588858957,1.1131333106117154,210265178883.3563,-0.5309440927032298,0
bloc_shares,jensen_shannon,louvain,20,20,0.55,,20,3089.0,1129739.2000000002,365.72975072839114,1.4377092953421997,1464.1937307022022,37.87117908069418,1.0094483449603473,199254118188.77164,-0.6292119118549966,0
bloc_shares,jensen_shannon,kmeans_baseline,3,3,0.04,,3,524903.0,2074867.4000000006,3.9528587186584963,0.48383982623181754,1250.208515218907,8.746558352471979,2.1235514330507854,29967586853.967365,0.8579989148692911,3
bloc_shares,jensen_shannon,kmeans_baseline,5,5,0.04,,5,524903.0,988310.6000000001,1.882844258844015,0.21054995182983985,824.6809107599618,8.807890168768077,1.7907337729774895,8300490434.913137,0.6627334297721994,5
