municipality,right_avg,right_std,haredi_avg,haredi_std,center_avg,center_std,left_avg,left_std,arab_avg,arab_std,avg_votes,dominant_bloc,left_right_score,religious_score
"בני עי""ש",67.49663037642367,3.64017371463582,9.333272751658471,1.209632544001699,18.18246051532363,2.7280539357323854,2.1130418043776826,0.753655034455893,0.06641824286784201,0.03840616353217929,3657.6,right,65.38358857204598,9.366481873092393
בני שמעון,28.072980122589165,1.8565097858751975,1.8562319245476662,0.6980900222831351,42.9818890750691,4.6140986911313275,24.088250503279603,4.159294034841551,0.33491734707560616,0.1328176523436354,5315.4,center,3.9847296193095616,2.0236905980854694
בנימינה - גבעת עדה,26.080895823504385,1.3633528647822648,1.6910129531907176,0.2594956706122866,50.97917485867689,4.734974330836956,19.34095592297818,4.546793907280987,0.44040931403220246,0.17029842005315518,7650.0,center,6.739939900526206,1.9112176102068188
"בסמ""ה",1.1701515871563912,0.830825508410188,0.6535565407557937,0.552679154598837,1.6614957071732335,1.4127741564557723,6.367027116326758,4.135629725681555,89.24021631439398,6.433223867076482,3274.2,arab,-5.1968755291703665,45.27366469795278
בסמת טבעון,5.41962902668779,6.1721802425082375,2.3942136695162843,2.230167923856844,10.71350401532959,10.848208031327898,6.4199781885551745,2.9581780941801727,72.74090615405527,16.240067281791102,2233.2,arab,-1.0003491618673843,38.76466674654392
בענה,0.8112353173321774,0.3972656852946006,1.2875061850822165,1.3981260345807622,1.910901709665298,1.475713536491703,1.0033872399107346,0.827418846715205,93.38673785479196,5.231128253422887,3910.8,arab,-0.1921519225785573,47.980875112478195
ברנר,18.11000696493015,0.8996962641311045,0.747383740033321,0.19011310584450972,56.67490626041248,5.381435494458227,21.85021856511927,4.312031460600182,0.23834387410533742,0.08389831686468284,4284.8,center,-3.74021160018912,0.8665556770859897
בת ים,58.92050564172981,2.243503653855691,9.9250931177182,1.243027596923945,24.683205617263788,2.4186730065984863,4.108042992959081,0.9515951703577494,0.23863615127034482,0.0661337157938957,63126.6,right,54.81246264877073,10.044411193353373
ג'דיידה-מכר,1.1401789124551693,0.7981362286862236,0.4570964822361304,0.32303584324157963,1.1355364091323539,0.6271727710684791,2.4187378976248675,1.6214172528902757,93.029065933722,4.2004147864121055,7886.4,arab,-1.2785589851696981,46.97162944909713
ג'וליס,33.3676601455083,12.26061822744159,7.325391520983429,6.176290793406069,49.375393566506,15.123415186908842,6.151560154107875,1.8805708127708487,1.6484686908244133,1.0851832858071497,2719.6,center,27.216099991400426,8.149625866395635
ג'לג'וליה,0.48985842004312274,0.25198045246417766,0.9584997033573288,1.798744610107585,1.2261499773861002,1.0001789075940049,7.405488881841643,4.561249952894987,89.49497538103624,7.293789351920867,4508.2,arab,-6.9156304617985205,45.705987393875446
ג'סר א-זרקא,2.2329630981709863,1.7169155064077555,2.7097922738887688,4.605350403737491,3.05747648289967,3.3652725557323286,3.4572295148025547,2.861403467046836,87.00878579658178,11.043811367712058,3346.8,arab,-1.2242664166315684,46.214185172179654
ג'ת,0.9103706901985762,0.5985919192626765,0.14933654823458062,0.16197586711122167,1.3349265651686506,0.7980293215448904,4.806448906361046,4.5204665973703255,92.08148217876828,5.6293531328520405,3436.4,arab,-3.8960782161624703,46.19007763761872
גבעת שמואל,56.28419213814745,6.757135706127996,6.9868643060381785,1.0734870335373592,25.224167884289614,1.7512973587392457,5.655326688459881,1.2821986302588089,0.21717936259184628,0.05096092144158556,14103.4,right,50.628865449687574,7.095453987334102
גבעתיים,24.50227881608625,1.3857444748344792,1.8053378237305835,0.2600367261872109,51.93394487225055,3.9232902283515196,19.67876221232538,3.9428292455777343,0.5887437152460655,0.21369196119487013,33988.4,center,4.8235166037608685,2.099709681353616
גדרה,45.68819547675986,2.349022056446646,5.599925286373975,1.0865565699064241,37.95010127342531,2.650446893559434,8.109292458181244,1.8134331247867979,0.1524743209390636,0.038892000538628894,13107.8,right,37.578903018578615,5.676162446843507
גדרות,20.055005017576672,1.342939580030318,0.9180470571383796,0.1858121514234421,59.80822785289128,5.689040682685477,16.64526348462413,4.826502098796784,0.3800514896706611,0.1990129170403211,2792.4,center,3.409741532952541,1.1080728019737103
גולן,41.92131894146495,5.575119051805936,1.287168962206628,0.47484691068611806,39.06037705846076,2.8820538041019073,11.693428072935145,2.592139066832684,0.13993901367417588,0.07859873890260911,8447.8,right,30.22789086852981,1.357138469043716
גוש חלב (ג'יש),13.399385675935628,6.221987111557594,0.9425363520868565,1.2596610601733078,9.40005352239333,4.447377529025273,8.9223276777269,3.8341708066895706,66.21515468973914,7.501045653950049,1295.4,arab,4.477057998208728,34.05011369695642
גזר,40.747890511305336,3.4137446586908884,3.8198402837134973,0.6766599511753751,37.132952859390016,3.367116574937965,13.699106808925686,2.698299327319783,0.15939563039184795,0.06825948717261365,14766.0,right,27.04878370237965,3.8995380989094213
