municipality,right_avg,right_std,haredi_avg,haredi_std,center_avg,center_std,left_avg,left_std,arab_avg,arab_std,avg_votes,dominant_bloc,left_right_score,religious_score
כפר יונה,45.04525558257873,1.8968533370406047,5.360107880687389,0.861848926946684,40.713116347728736,2.3895298186404585,6.884656082259431,1.8161870698322067,0.1039723122977276,0.0308923566453849,12336.6,right,38.1605995003193,5.412094036836253
כפר כמא,5.2050927873729025,3.3877266685918586,0.2859941734251196,0.1200567229420516,61.61504681079407,10.896678628057987,19.210077133557245,6.420625565271216,11.505304578826392,6.608795265420808,1013.4,center,-14.004984346184344,6.038646462838315
כפר כנא,2.115141834073434,0.9836023051398868,0.6231825392025241,0.35982035888509567,2.0796263046834227,1.6539430321760384,2.9091584621522664,1.6150623321884583,89.71860234643516,4.265003295672695,8324.2,arab,-0.7940166280788326,45.482483712420105
כפר מנדא,1.125220617712524,0.965834250130634,7.675583314608083,3.5358237975126823,2.021759940326768,1.0074374098481544,2.61721539060551,1.8326997832769207,85.7111278601316,5.055351333022214,8226.2,arab,-1.491994772892986,50.53114724467388
כפר סבא,33.571368636299596,1.708616823046025,3.4460700404993316,0.5079327381568196,47.898978036814405,2.8025707677072074,13.071854309115533,2.838643516873828,0.28579214760253435,0.10727910352505855,57557.8,center,20.499514327184063,3.588966114300599
כפר קאסם,0.6190722753381948,0.23572336695069984,0.13936099753334644,0.06820092117450056,1.5049192671892824,0.8809970068379859,19.587165367146024,12.649693353517426,77.23078183725956,13.836116009110278,10077.8,arab,-18.96809309180783,38.75475191616312
כפר קרע,1.2105967670288664,0.4215252893602595,0.9321055535892182,0.7408641643467891,1.266210762298974,0.8516905203010405,4.363373727758837,3.750607617098757,91.19931162140306,5.705735978819823,7554.2,arab,-3.152776960729971,46.531761364290745
כפר שמריהו,20.911485809641665,1.519579321332333,0.7890560052187607,0.24629452408523073,62.06865553486962,4.698914149195411,14.926781219532746,4.082469669075679,0.48699956005016176,0.331554078748658,1219.8,center,5.984704590108919,1.0325557852438416
כפר תבור,32.75061202678755,2.3044822310998,1.2520605429874374,0.3028012560572736,51.34351262394972,4.1193265933516505,12.13895884818765,2.926515500615516,0.4583936853806769,0.14288914514148512,2445.2,center,20.6116531785999,1.4812573856777758
כרמיאל,55.769762724536896,3.5768418977570415,6.1269925782667665,0.748619103027522,30.084496273994393,2.718175742030396,4.6958294734553725,1.028402529683418,1.527862432754166,0.3889246189451332,24082.4,right,51.07393325108153,6.890923794643849
לב השרון,30.744391087069868,1.53691678041089,3.518857298026753,0.6520900033155738,48.937647677193254,3.5863039466824134,13.831976186457359,2.967851792502139,0.2212225689307658,0.07263307826453042,12103.8,center,16.91241490061251,3.629468582492136
להבים,31.728362352865474,1.5276932122216764,0.7342379669991116,0.1812002294153981,50.429911773606264,3.0064394113219515,14.41793349399883,2.8450025202491798,1.5839195054833284,0.47026563148297307,3789.2,center,17.310428858866644,1.5261977197407757
לוד,53.6803829214713,3.855910385755933,11.169069833080519,2.6932014476013384,13.056002452239383,2.7822332173093343,2.5282531208219585,0.7818873409626345,15.99841355385853,3.9497218322421337,32473.6,right,51.15212980064934,19.168276610009784
לכיש,52.0437536453401,5.597665926596779,10.972914865474602,1.253881366726078,24.51761408361543,2.46555687270205,6.889402876375331,1.4562127693585343,0.08775785536444494,0.023745327526417326,6197.8,right,45.15435076896477,11.016793793156824
לקיה,1.1423276216090203,0.7177075540286688,0.13780109630657783,0.06062589239962995,2.4330476058385053,3.0642114939936618,1.9374675371734813,1.709115645267531,93.29531042266672,5.436056225970744,3222.6,arab,-0.795139915564461,46.78545630763993
מבואות החרמון,39.11797084289347,2.4520344734875574,3.391172397880978,0.8406860182496122,41.710622976928185,4.156215333563563,13.231799864760982,2.8965750338927165,0.09102179115836674,0.04086413889205771,3949.6,center,25.88617097813249,3.4366832934601614
מבשרת ציון,44.924911808755915,2.4594432759852953,5.5341823300571535,0.8876563202978434,33.60256041895449,2.3278067501971145,13.718376035319935,2.328577500307338,0.330499377185696,0.1515774472105484,13665.2,right,31.20653577343598,5.699432018650001
מג'אר,14.906536559126618,6.728411893509221,6.14323956045587,1.9024524548516697,22.359740302114762,7.585794414057071,6.24836900001761,1.696299021846026,48.77333517577587,3.6952647375543717,7733.0,arab,8.658167559109007,30.529907148343803
מג'ד אל-כרום,0.49902500911133696,0.2820893467544236,0.5703524747576861,0.5405757817207645,0.43257257615813555,0.26064089755981024,1.8661755258900008,1.6588729141067378,95.97516649219044,2.5670274407048983,6862.8,arab,-1.367150516778664,48.5579357208529
מג'דל שמס,32.59553945524569,9.045177451016404,2.368527579476485,2.589676121648582,51.80989260317996,9.764849420737795,8.385266116863448,2.016174478355435,2.5914739657070944,1.816433734959366,191.0,center,24.210273338382244,3.664264562330032
מגדל,61.656826273655575,3.721271127341088,18.45141219117519,2.2225570175229357,13.041291550320059,1.7194444669217672,3.015834720376867,1.0455087613374139,0.5758234021745559,0.30597155090707245,929.0,right,58.64099155327871,18.73932389226247
מגדל העמק,62.68211568136594,2.3252625522731853,17.69967585186965,1.5694250578666393,14.61305383540594,1.9563683049573675,2.6131078256224898,0.769313638456657,0.0686492936967904,0.02767834590830716,13396.6,right,60.06900785574345,17.734000498718046
מגידו,18.92031713792933,0.7955545262572321,2.4345157426700137,0.23398388080795765,44.179961139409,4.924082903605172,32.83456015322829,4.816503268034048,0.3433920846709844,0.10064059854594977,6639.2,center,-13.914243015298958,2.606211785005506
מודיעין-מכבים-רעות,38.48681637522358,2.4908179891755453,2.3284447487337028,0.3510630855019567,45.567246436024995,2.7092444121416412,11.215040450796428,2.2720409320521426,0.15689362137474352,0.06735808322586996,48617.6,center,27.271775924427153,2.4068915594210747
מזכרת בתיה,38.72136182525097,2.2302939682170884,2.5633395056101986,0.47150234344838987,45.813591392544005,2.855386595549039,10.618024436287708,2.41150547719092,0.11764920474495029,0.03915552465970819,8135.2,center,28.103337388963265,2.6221641079826736
מזרעה,0.7007164371401637,0.39341480207932383,0.2573173213010841,0.11896913566454748,1.2407150409400516,0.7563178531147994,4.049326809109261,2.7863749547150896,92.66263671916207,4.398778638594972,1875.6,arab,-3.348610371969097,46.58863568088212
מטה אשר,22.29568934811475,0.9160098295340781,1.7358562922781076,0.1351365151634267,42.063525263925996,3.8809796672701116,23.2300849923649,4.0877800791997485,9.140160413380753,2.1963263729940103,15168.2,center,-0.9343956442501522,6.305936498968484
מטה יהודה,40.26044653350326,1.8859924156729853,5.666414706253198,0.70328406091193,30.351370486598775,3.301418005091873,16.01918375506397,2.723287670830963,4.155855549701424,1.3651370408691594,27334.8,right,24.241262778439292,7.74434248110391
מטולה,26.93020517245575,1.6001095586809588,0.9614916226680167,0.27039547904527217,52.5964178675567,3.845864976242301,16.593250546072323,3.0620067373318736,0.23195518734121298,0.2434925394499696,858.6,center,10.336954626383427,1.0774692163386232
מיתר,42.21103976139873,2.280819389731839,1.4902778537035826,0.3632004591726483,42.58785679958991,2.792211189775981,10.49144054145096,2.393358909497975,0.6934184043521624,0.30267461167785265,5385.4,center,31.71959921994777,1.8369870558796637
מנשה,16.724752865034915,0.5945392199484005,0.8588544259664367,0.05173777565925408,43.09479803306956,4.295046789230731,26.672167893556185,5.148140145657281,10.635566537392537,2.968496634141429,10105.6,center,-9.94741502852127,6.176637694662705
מסעדה,34.262307143339406,10.226715580514782,4.5970677942180815,2.3121749794852247,40.70782957780833,15.195721801194242,5.3459766408735705,3.2874000285312786,4.845150559285105,3.1927357774517753,81.4,center,28.916330502465836,7.0196430738606335
מעיליא,3.1601696279023166,1.5112785758612637,0.2133061989738012,0.2773054497691258,10.364165672672957,4.350212117643849,13.445280724153198,6.0257829560542016,72.15524106242692,9.737970166680624,1689.4,arab,-10.285111096250882,36.290926730187266
מעלה יוסף,52.947085769734066,3.7430582063129427,9.353538922518215,0.636715092352666,25.14387202860227,4.17836310135462,9.79547832001968,2.8514949270268475,0.26250733084573247,0.15942724941197564,5721.4,right,43.15160744971439,9.484792587941081
מעלה עירון,1.3266366958252136,0.9223016835280421,2.1704396674516446,2.21976196834591,1.0953610787572714,0.6100559757320558,2.4912503970538227,1.3006174099895476,92.13169635426485,3.989809293787394,4390.6,arab,-1.164613701228609,48.23628784458407
מעלות-תרשיחא,53.87684327245207,3.5655083855765834,6.8089219997098045,0.4648048154876486,13.374794796603954,2.484107762608379,3.526407733913706,1.0886204000301611,19.687989249078107,3.3724794671080205,11117.8,right,50.35043553853836,16.65291662424886
מצפה רמון,54.75301059713238,8.389910127446454,5.526516468565809,3.0740478941906217,16.571855254758752,2.175300102157751,14.930171816661835,2.2741523528492986,2.0356351490963087,0.6388030899569225,2022.8,right,39.82283878047055,6.544334043113963
מרום הגליל,53.69805980528753,3.727403442882442,13.597501447413629,2.1455805770541394,20.026762857992555,4.446160303454344,7.360271355008985,1.509990666002898,1.3892805475357561,0.41643283247741303,7024.2,right,46.337788450278545,14.292141721181506
מרחבים,49.52526087438302,2.7933067083237986,21.057354879632964,1.1392469197678936,20.41785848687774,2.8834376774082506,5.6736021375243215,1.7889999033595596,0.04410442134783148,0.03036741819548427,6711.8,right,43.8516587368587,21.07940709030688
משגב,17.186582508361294,0.9570323991617044,0.9598472961329836,0.4885206715477744,43.818379686935735,4.849625074799481,21.16730456574154,4.243004872454366,14.549536786235828,3.4347782615364477,14200.4,center,-3.9807220573802446,8.234615689250898
משהד,1.0689446644916079,0.689954738138365,0.22549426689248833,0.11987422850859979,1.021113871709367,0.45410408876000313,1.251284476585515,0.5761839842810031,95.33039072163203,1.5260621298901735,3074.4,arab,-0.18233981209390704,47.890689627708504
נהריה,59.99072650975175,2.406727721143295,6.51941754776229,0.9274187798861991,26.539538663926816,2.3321355498156118,4.571985384813511,1.2335547562314368,0.4386067730890694,0.1201418387314452,31520.2,right,55.418741124938244,6.7387209343068255
נווה מדבר,0.9000608176696746,0.310311881894485,0.2475884395915041,0.08558791174906784,2.624527698218391,2.2361101661253815,1.1592070685335092,1.1221736087899614,93.70630778365859,4.14381409472966,2525.0,arab,-0.2591462508638346,47.1007423314208
נחל שורק,58.26749754484588,13.274964883790654,29.49437020943148,3.1098281508981267,2.5303364591490944,0.5706840195902826,0.38661069277767157,0.20106462291038274,0.02499134888443514,0.03163086412786594,4065.8,right,57.88088685206821,29.506865883873697
נחף,0.696506943282889,0.3892060242148403,1.0085499276079348,0.40037255514993253,1.0110554003146652,0.47821290546743034,2.0386271420093314,1.3503419463993573,90.7720827801184,7.53192617730557,5017.6,arab,-1.3421201987264424,46.394591317667135
נס ציונה,33.77567959700168,1.6386595917952862,3.6131182616133017,0.5206520804282238,49.736556077448185,3.00348999524374,11.243156428271611,2.5252675463841907,0.16819583721728967,0.06622194388312495,25522.6,center,22.532523168730066,3.6972161802219468
נצרת,2.313383740046464,0.9568087675594771,0.2752875481410476,0.23486227645146418,2.4393679547358644,1.2515967964416386,3.599012066904966,2.628855967198727,90.42408808890269,4.274576136142656,27980.6,arab,-1.285628326858502,45.48733159259239
נשר,53.37902527552544,2.885272099489399,5.077743450695608,0.7959010526650416,34.01804702353749,2.5233013124812906,5.568427292308371,1.2446076417999683,0.3916054805676456,0.1317317070953673,12293.4,right,47.81059798321707,5.273546190979431
נתיבות,45.48370296055228,3.1722931863974373,46.792569892394475,1.5133809021666438,4.419977869909035,1.1810931035157872,0.7989756526173128,0.4094858195134402,0.03772782578890925,0.01096185208799293,18174.6,haredi,44.68472730793496,46.81143380528893
נתניה,53.870043462731886,2.347033459895771,14.135681636283028,1.405432485122642,25.75604383121969,2.1614632304673482,3.896093999572199,0.9386453899695345,0.07545462341738454,0.02125192741405011,108778.6,right,49.973949463159684,14.173408947991721
סאג'ור,28.537180040050707,9.441937701063686,9.165082277577536,4.298009163490606,20.640605234676713,5.7229916351329075,25.452506937514563,6.817482263725701,4.030332839335271,1.6252967960999807,1419.6,right,3.0846731025361436,11.180248697245172
סביון,27.307681712048236,1.355383274316483,1.230851949587325,0.18026146952654135,57.32904312624345,3.9139680279208062,12.744662477528475,3.250030505034228,0.5049232730375905,0.19391837002925988,2615.2,center,14.56301923451976,1.4833135861061202
סח'נין,0.4252706632237232,0.18889501878351578,0.32201043410354957,0.3952611716220494,1.4131365359113237,0.9028548882300921,2.0952213569091147,1.461952621085051,95.29155715456157,3.0786225883966045,16007.0,arab,-1.6699506936853914,47.96778901138433
ע'ג'ר,25.72220901544166,9.067126945710054,19.708701395511216,9.22259360596578,28.126955392403907,19.788685195975262,13.147602469360768,7.1172468960038575,10.215773759330531,5.999987581150546,653.4,center,12.574606546080892,24.816588275176482
עומר,36.00777815015965,1.112243056139563,0.9254695992886006,0.2660810297996623,46.72062326750061,3.1727309139610558,14.057512566500918,2.8532859254584877,0.8326565543388339,0.2352567346200757,4636.8,center,21.950265583658734,1.3417978764580176
עוספייא,18.43395342447555,10.194362743157962,0.8573199839010706,0.5970097396907906,46.149655400444566,12.8128502772602,11.03716859677608,2.9963195151844753,21.83005726289955,5.745493145911818,4694.4,center,7.39678482769947,11.772348615350847
עילבון,6.28771998185196,1.904325241981527,1.4706870819839104,0.9604265641939703,12.681266417575218,6.410520965561857,12.189209338793253,3.151221696757606,66.51411892315558,8.251892623233346,2725.0,arab,-5.901489356941293,34.7277465435617
עילוט,1.0559317175520468,0.4694844322825633,4.325750255294972,4.1400884557408135,1.0928575320531257,0.8344527622188123,2.571992743067491,2.6825474728585412,89.67642173072768,7.302447056713927,2309.0,arab,-1.516061025515444,49.16396112065881
עין מאהל,1.152168118343595,1.0734785767830135,1.6601378818585963,1.330140473964711,0.8272589641153949,0.7620982361914632,1.3679543853382872,1.0502533638013365,94.0136683199856,3.387546420857479,4885.8,arab,-0.21578626699469217,48.666972041851395
עין קיניה,43.96331435800126,7.561090970817309,3.133459835547122,2.7656335109270467,40.60847564832385,10.047111636973801,9.771030993042377,10.822340468130882,0.0,0.0,25.6,right,34.19228336495888,3.133459835547122
עכו,51.612082494796326,1.2564141478271276,8.165950155753148,0.8634331528368376,10.97586022390537,2.004975688058163,2.498063839927185,0.7935713507129606,24.958480072678885,3.5983526281236267,24608.6,right,49.11401865486914,20.645190192092592
עמק הירדן,25.086595066687703,1.0987361322688025,1.4227806671172225,0.2416653282421569,45.940434079198155,4.776417750681845,25.395039645821953,4.4722057856664765,0.3536944432521124,0.17199973030582374,7471.8,center,-0.3084445791342496,1.5996278887432787
עמק המעיינות,45.35307679768929,2.6664574595766837,2.788176367976118,0.5977771122997846,32.19891110100925,3.4052348132150736,15.549434498975554,2.736089663046288,0.15947361085711637,0.04932820491005685,7020.6,right,29.803642298713736,2.867913173404676
עמק חפר,18.47168817544583,0.7586860028479149,1.16071601321863,0.23518445977325067,55.3245744811323,5.626904568441055,22.382081876899726,4.912099526693262,0.4388634570853681,0.2343690784251298,22010.2,center,-3.910393701453895,1.3801477417613142
עמק יזרעאל,20.783186214848417,1.070816792025309,1.0692035179028445,0.18404642027499551,52.10530517847629,4.548047850673496,21.927456574642264,4.178411750684332,2.303835648249037,0.7245910043215124,21017.0,center,-1.1442703597938468,2.221121342027363
עפולה,62.996083911830134,2.649443946067784,11.864004382019713,1.8019255120056847,19.694834427287844,2.3094026075129057,3.15009648215686,0.8071223005367084,0.18933068410504644,0.06246760615520552,26504.0,right,59.84598742967327,11.958669724072237
עראבה,0.3706539431877078,0.2303879406049108,0.1228749004996034,0.08067426037444793,0.5044700669176737,0.32035345904247664,0.6347976053065948,0.33195674859424135,97.92489178443802,0.7149033314065234,10358.8,arab,-0.264143662118887,49.08532079271861
ערד,41.529338480133625,2.6552176761265756,27.154611421897904,3.025667990428454,24.006958383085912,1.9572408030818282,4.397632973218021,0.8556760519169789,0.9935353444266177,0.25382498666532305,12570.0,right,37.1317055069156,27.651379094111213
ערערה,0.7389792826767506,0.3009878736201341,0.3702421424964072,0.48544154497107167,1.4228882260524753,0.8420461370945316,4.308103310258323,4.554909706783835,92.13218969512296,6.510658811085887,6820.4,arab,-3.5691240275815725,46.43633699005789
ערערה בנגב,1.2842281315495256,0.700923483251095,0.490463851206692,0.5836875556971239,1.1275808066475663,0.8931558933358135,1.462718549020866,0.6524639227719538,94.75579941761285,2.388416826120935,4791.2,arab,-0.17849041747134042,47.868363560013115
פוריידיס,4.6470354080152125,4.165758493489851,2.3618945485127254,1.8084774536674315,3.972099125438813,4.329978706533339,11.436201921640867,11.19832609189718,76.31659286185712,21.268650046665343,4278.6,arab,-6.789166513625655,40.52019097944128
פסוטה,10.07384401916502,5.016768575025385,0.7483484881277555,1.0908459280088239,6.728567113696404,4.09916707046555,16.858937214156743,6.798750849112577,64.80125373069971,9.15769780765434,1325.6,arab,-6.785093194991724,33.14897535347761
פקיעין (בוקייעה),35.130194965361326,9.355754770641106,2.8977556769242585,2.4098963155644832,18.00738470548736,4.541908842479464,15.095541051687496,5.721862692876691,28.059722298881347,3.7500561466642957,2747.2,right,20.03465391367383,16.927616826364932
פרדס חנה - כרכור,39.40651221609728,1.970198610563044,5.065498646104656,0.6989223671125685,37.63411420825182,3.5304633134362233,15.253998659314323,3.7544034047200094,0.46109892207595327,0.18538985197076532,21650.8,right,24.15251355678296,5.296048107142632
פרדסיה,32.19298745567592,1.8539817837812855,2.6661814948363025,0.3758756840368672,52.91953490932461,3.0938746839987075,10.45561451886763,2.6309229613406866,0.137666106642357,0.12630840261667425,3959.8,center,21.73737293680829,2.735014548157481
פתח תקווה,49.939302889271495,3.4864245426923444,12.137962219503759,1.0805921612686786,29.891977026134196,1.8640622319855538,5.05776940182762,1.1107343047741576,0.09646210310048087,0.033011812219635096,130846.0,right,44.881533487443875,12.186193271054
צפת,52.31038907215395,6.129121250279516,34.06007692741359,3.2788527762024064,6.6560644437289795,1.2502638898797347,1.4094517048653463,0.4230623593030528,1.062202483940696,0.3399447814087117,14099.2,right,50.900937367288606,34.59117816938394
קדימה - צורן,30.70588854830745,1.5453902654306018,5.355695081399876,0.49813354309584607,51.12963010584369,3.0801766362081677,11.156142023878088,2.787270821424125,0.16564777008841827,0.060611813763856666,11715.6,center,19.54974652442936,5.438518966444085
קלנסווה,0.7947568447550529,0.4311767865859929,0.09429085960068614,0.06708490896521334,1.20444621229944,0.6008536676159171,3.099165009672307,2.8863618853520054,94.19932195619772,3.8096056221008006,7928.8,arab,-2.304408164917254,47.193951837699544
קצרין,64.07298357128222,5.220635799867565,3.7390681448126246,0.9157124448218618,23.38973556860048,2.430385169307671,4.1574030326518505,1.0462607669719446,0.10970431596990933,0.08920366921270781,3485.8,right,59.91558053863037,3.7939203027975794
קרית אונו,30.69352159022718,1.9855522182426362,3.2343160792041465,0.4588642625274323,50.49818123779767,2.90779722620447,13.758453626439064,3.0280415785367643,0.22773653118744006,0.0932617446716234,21741.8,center,16.935067963788118,3.3481843447978665
קרית אתא,60.10023461559274,2.6305706705052123,10.506850330716354,1.1345118427933139,23.83045119761344,2.532214578750239,3.3458692868773126,1.0159446749336463,0.06133939468716708,0.01729757488076739,30591.6,right,56.75436532871543,10.537520028059937
קרית ביאליק,49.292165635385416,1.9809828178273692,4.1054173694731855,0.5327285744685633,39.053304308304675,2.148737666969954,5.806863487323296,1.3466719087757655,0.08271704047023734,0.02100748549658083,21976.4,right,43.48530214806212,4.146775889708304
קרית גת,58.07932487932145,2.9718498879246638,21.68746507499275,2.1105337052443254,15.58396524949158,1.623571961054625,2.066162710135779,0.6222445631965934,0.041012835859595434,0.01551436262765431,28401.2,right,56.01316216918567,21.70797149292255
קרית טבעון,21.033218464207913,0.9967032398700817,1.8365624625955401,0.2902924613849266,49.65859736417666,4.77407207508667,24.71856077986778,4.6142046800429934,1.0658453591235963,0.33392389652205784,9526.6,center,-3.6853423156598666,2.3694851421573384
קרית ים,66.05127281001093,2.4112271312277236,4.907943049072042,1.0363537487911298,24.04172058575954,2.327556725340841,3.0875042240999386,0.7373545186411448,0.07286920520197479,0.020531874332887917,20341.8,right,62.96376858591099,4.94437765167303
קרית יערים,8.896476740740667,2.8585630166453626,87.79230694823917,2.1669458675667115,0.8138503184624829,0.32723438878664424,0.34376561786145843,0.17768820820315853,0.015788447834496594,0.019400083815351143,2534.2,haredi,8.552711122879208,87.80020117215642
קרית מוצקין,50.10259980853836,2.3264738936195397,3.2911129860348494,0.5623646123129445,39.155700053949275,2.6300792972384537,5.636358884088028,1.460913838459557,0.08690009544287562,0.022646642716721888,24785.4,right,44.46624092445033,3.3345630337562873
קרית מלאכי,58.958027702405005,6.129767535026776,23.800899884642543,3.6636841076066107,10.45612966617831,2.2082112390987536,1.8661919966302463,1.0605833182957485,0.08370187350900826,0.047804356185140576,11590.0,right,57.091835705774756,23.842750821397047
קרית עקרון,64.43012367529528,2.649710894600135,11.74916132699619,1.6111975971916872,17.96410980478158,2.698548387491261,3.1019718427308316,0.9473903808297641,0.2191043676513004,0.07359350543440699,5740.4,right,61.328151832564444,11.85871351082184
קרית שמונה,69.39145879055695,2.6675073858162937,9.506634073578002,1.7925100716755693,14.951308522186732,3.7015632308080737,3.6659434838640004,1.324360110574896,0.1967367688520792,0.057371053284464686,10925.2,right,65.72551530669296,9.605002458004043
ראמה,15.081125402465513,3.3215763684562574,1.2142694947085009,0.63462969293282,17.786241680143725,4.1233755867925606,8.876373299631329,3.66297334207938,56.04690309919472,6.418191098619456,3650.4,arab,6.204752102834185,29.23772104430586
ראש העין,46.148931594897896,2.6448724633520646,10.298857074271314,1.172765208881366,35.62473447049193,2.8678235425898677,5.445276008482099,1.50512320022038,0.08848340675249299,0.03273498523771646,33760.0,right,40.7036555864158,10.34309877764756
ראש פינה,33.97543205265684,2.868093166451979,2.1749264739112637,0.734336796444543,40.411955377673266,4.708070022107671,19.612620185382816,4.307933598656741,0.9750312941217905,0.4006157051974682,1691.8,center,14.362811867274026,2.662442120972159
ראשון לציון,48.76841812249313,2.2787780756518217,4.80351147860808,0.7294959477267403,38.668903136349776,2.2684409160812677,5.878853641103226,1.3142157206790765,0.09503266317926079,0.029709678921950144,137291.6,right,42.889564481389904,4.85102781019771
רהט,2.2535796651115843,2.011323997375869,0.40981590174999727,0.3379235765877765,3.2689178515006154,1.920521291316925,4.559257286571586,0.9993027493303984,87.1798271732296,4.55249708289905,19564.8,arab,-2.3056776214600014,43.99972948836479
רחובות,44.26835488662437,2.7673283051452158,10.999482458577464,1.0014143980490702,33.23398929557787,2.0784925174288613,8.63294816255868,1.7525738483340132,0.23988298235989217,0.07295727636304898,73831.6,right,35.63540672406569,11.11942394975741
ריינה,1.505038636119656,0.6865732749373455,1.051547364235264,1.2337891668689276,2.0570674996051124,1.4895336791557439,2.2489262334175244,1.3389437883294857,92.18441297727622,4.005274417333946,6150.0,arab,-0.7438875972978685,47.143753852873374
רכסים,9.126176617643168,1.0077028677179758,88.07484745605522,0.5973785040569497,1.674332538229209,0.2730625541353904,0.4534301949775091,0.14259474226710275,0.0037523452157598503,0.007504690431519701,5405.0,haredi,8.672746422665659,88.0767236286631
רמלה,55.34586582919411,1.3192986297682998,12.481336755085001,1.4589751290200639,13.487256183729238,2.592094844213828,3.1601239012958366,0.8117344196622859,13.67456659210814,2.705309555267704,33743.4,right,52.18574192789828,19.31862005113907
רמת גן,34.61151751076534,1.9162247001500052,4.480770912821984,0.5641391133175362,45.21564780183145,3.0195722340052122,13.329538061370892,2.7823354209186397,0.41916414509371147,0.1525278604739988,87743.0,center,21.28197944939445,4.69035298536884
רמת השרון,22.842228159498134,1.0458019021460867,4.209504663976799,0.42250469526057055,55.07654152622401,4.4692774306521885,16.415763147642636,4.169479320894796,0.3554761254531611,0.138942830712867,27028.2,center,6.426465011855498,4.387242726703379
רמת ישי,33.64953246025705,2.223103766830409,1.453699890213955,0.28925642858770434,51.69839119097505,2.900306652721381,11.723660821561841,2.360673403823221,0.0843186470292087,0.060765456368660445,4267.4,center,21.925871638695206,1.4958592137285593
רמת נגב,25.742349195072485,1.5273518614161095,0.7635172466601949,0.2503340781742636,40.79427135135005,4.883311735069899,28.811606631983835,4.157222667159668,0.6699056804057958,0.258554460850447,3196.0,center,-3.06925743691135,1.0984700868630928
רעננה,36.537188357866185,2.404981231162714,5.331603047723614,0.7222288279821047,44.95834486303071,2.8009989676803997,10.711024130987955,2.4359717518700137,0.16869297433728164,0.06857595485686138,44546.4,center,25.82616422687823,5.415949534892254
שגב שלום,1.058052444746859,0.373479586256772,0.7173719578562614,1.0768245543531387,0.8206444135186212,0.6706934247033085,0.7302865357635955,0.5947221408164609,95.78759902865171,1.1445283784677236,2850.0,arab,0.32776590898326363,48.611171472182114
שדות נגב,73.17663723992716,7.442089993067924,10.943156973103292,1.4305361378984887,7.944194932355387,1.7015799745253068,1.9653334515702519,0.731241529274295,0.056612110221308506,0.05924062882337084,5343.6,right,71.21130378835691,10.971463028213947
שדרות,69.18130110108892,3.5416879674894632,11.7414825750345,1.6215068248840403,11.101383364998402,2.357585593614938,4.423701662815176,2.4241066539592726,0.1707612980359642,0.05300052568884381,13396.2,right,64.75759943827374,11.826863224052481
שהם,35.74836642047323,2.5742144192062444,2.022755714016798,0.4297601047822444,49.90845072984632,2.918646700398337,10.078745026343523,2.237330507113415,0.09000057294210032,0.031975479017133636,12177.2,center,25.66962139412971,2.0677560004878486
שלומי,63.91156921336892,2.232192966359056,11.373632591978968,2.4932195767529923,19.333872127416278,2.7819662070356883,3.329611701579352,0.9658424869431628,0.15162916110485467,0.08641037910282984,3503.6,right,60.58195751178957,11.449447172531395
שעב,0.8120625609809478,0.308899422843241,1.1905164212399895,1.2200206323720204,2.578167855424957,1.4764151721264365,1.1879840677076503,0.8995693881089891,91.83216547297275,4.518079712266356,3257.0,arab,-0.37592150672670255,47.106599157726365
שער הנגב,18.439666861521697,1.5520849673939596,1.1602814416749534,0.19228553968143483,49.20693081982748,5.380310571498041,29.20645184165041,4.892545066741867,0.36669959757529763,0.13771005830924954,4356.6,center,-10.766784980128712,1.3436312404626023
שפיר,63.89231964927135,9.229002985775622,20.642917500932686,1.9447138101327526,6.842596188077389,1.208791369997879,1.4509445553918803,0.4355749806189788,0.023442059121293657,0.01707735898262509,5938.0,right,62.44137509387947,20.654638530493333
שפרעם,12.267041131206167,2.3523667726071484,0.47648045033975783,0.33855541464671274,6.870186025796587,2.7585895055685823,5.105620851422559,2.5883719061795203,74.16145945657118,7.292742384833154,15511.4,arab,7.1614202797836075,37.55721017862535
תל אביב -יפו,25.798675782079517,1.1582594116709186,4.813958667116732,0.47782533590867543,44.331080458012295,4.51056314185755,20.510664606221894,4.774697988366909,3.1883702690406728,0.7524744937914334,265910.2,center,5.288011175857623,6.408143801637069
תל מונד,32.63563483135158,1.916913990842855,2.685755233081381,0.5662787038183592,53.09799033228082,3.216617831041189,9.874523627265742,3.0440890757733867,0.09894127660158585,0.04401561578154544,7243.6,center,22.76111120408584,2.735225871382174
תל שבע,1.270373325572234,0.5715550953637334,0.2888119890203544,0.2825478522220147,1.4747549225416012,1.2803197950511285,1.508691567811126,1.4946052372761853,94.57341721393335,3.800659905773649,4732.0,arab,-0.23831824223889186,47.57552059598703
תמר,19.48549935732603,1.255628171443086,0.618793743781033,0.41407896574911357,48.81694417306922,4.621240276364361,27.097514116088583,4.307505566731215,0.6819050006550154,0.42975761781119504,651.4,center,-7.612014758762552,0.9597462441085407
